MAT.1.1	Abraham sapa David sapa Jesu Khrista ahungshuwna puhpee lerii 
ROM.11.8	hevehie enjiibesaga,
ROM.11.8	“Thangnhang ing embelungriir een chipi aminchorpe,
ROM.11.8	atenii phanang emmenii emhuw changmage ithie chemahe.”
ROM.11.9	Engkhejege David ing arhier,
ROM.11.9	“engngiriim na emmeniechuw changching morheniige uheresii,
ROM.11.9	engkhi minsiiheresii engkhejege eentaasa tantii empeheresii.
ROM.11.10	Emmhuwnamaang immhi minthimresie,
ROM.11.10	engkhejege entthuwmchuw ittiim aenemaaing ouwngkuwhesersie.”
ROM.11.11	Chonaching kieng kerhier, emmenieng entienaing khih aminsiepehena? Amachuw ouwngsuwmaaresie! Changgechuw emmenieing kallaa asuwnaing emmenieng entietaanaching lintaang yaatihe rotum isiichertena aminlenchuw isuwhga. 
ROM.11.12	Engkhejege emmenie (Jehudihe) itieheching simriipaamching sawang shuwniege engkhejege emmenieng amaangtahnahe lintaang yaatiheching sawang isuwgeheniebe emmeniechuw immimvehtahna ijehmeh hinthivate!
ROM.11.13	Ate kieng lintaang yaati ninnhingna kerhierga, ajienachiinche kieing lintaang yaatihe ttongjiirpa keensuw taana, kieing ketusaa kenonglina empaasaging; 
ROM.11.14	Chesaningbe, ajiegemo alham engkhena humlina ketahechuw embelung kallaa besuwheningge alhehching ikarpichuw, irhingnachuw ipha arhunaga. 
ROM.11.15	Ajiegachiinche emmeniechuw ilhintaana lolhiepaamhie minchumvang ategeniebe, emmeniechuw ivikitaanahe aethiehekaartena ihangrhing chuwmaaniege ajie suwhwate? 
ROM.11.16	Engkhejege jaam buw atang apih amensachuw minthiingniebe jaambekheje enthiingga; engkhejege amhuwchuw minthiingniebe thing abaabekheje enthiingga.
ROM.11.17	Changgechuw abaa alhehechuw bethiehmeniebe, engkhejege rampa keeruwm thingbour ouwngsuwteniege engkaarna nangchuw imingkahniege ama arojungtena achiiching nang ing saruh nimphasaga; 
ROM.11.18	Abaalinaching lhuwngttittumaaruw changgechuw lhuwngsateniebe arojung arin nangmaagechie, changgechuw arojungching imboumga.
ROM.11.19	Chonaching nang ing rhiervangniete, kieng kolom asemnaing abaachuw kekhiepe. 
ROM.11.20	Tthaane; emmenieng enthachamaataana, emmeniechuw ikhiihcherpehe, engkhejege nangche nathachaching neernechie. Nabelungriir minlhuwngsamaa, changgechuw ittesare; 
ROM.11.21	ajienachiinche Thangnhang ing anunu abaahechuw Karpimaaniebe, Thangnhangching nangje ikarmaanie. 
ROM.11.22	Minghuwruw, chogenieche Thangnhangtena aettha engkhejege ensapaa chuw ibeerruw; itiehbesaahenhingte innhinpe, changgechuw Thangnhang tena aetthalina aanasiir ongteniebe, nanhingte aetthachuw phavangniete; amamaaniebe nangje itinwate. 
ROM.11.23	Engkhejege Israelheching enthachamaalina ongjemaaheniebe, emmeniechuw amingkahna tupeevatehe; ajiegachienche Thangnhang ing emmeniechuw avonhii amingkhaarna itu achega. 
ROM.11.24	Chonaching nang ing anunu rampa keruwm bourtena aetinniege, aettha keruwm bourma anunuthoh entejehjohching imingkahniebe, aettha keruwmbourna anunu entehjejohing imingkahnieche, anunu euwmbesa thingbaahehie entararaatena keruwm thingbourtena ijehmeh itthasehing tupeevang atega.
ROM.11.25	Chonaching keu kene, kesarhe, nintaaching elhuwngttittu evierpaaging ningkharnamaaing, heve enthuwpaa ttonghie ouwnghuwmaahie aedesamaaing, amachuwbe lintaang yaati isuwkiir alhuwmaataang alhehpang belung enche Israelhenhingna suwse; 
ROM.11.26	engkhejege hanghing Israelbekheje karpivate; hevehie enjiibesaga,
ROM.11.26	Ikarpi aapuwching Ziontena thengvate,
ROM.11.26	amaing Jakobnhingtena Thangnhang amindeenmaachuw liejohwate;
ROM.11.27	“Engkhejege isiicher atuhechuw keliepijoh aphanaching,
ROM.11.27	Emmenietho enrhiing kettongnierchuw hevehiega.”
ROM.11.28	Aettha ttongjiirlina emmeniehiebe ninnuwkhuna Thangnhang aarhumaagehe; changgechuw aateurbesalinache emmeniehie imapa imapuhelina ningsienapaa migehe; 
ROM.11.29	Ajiegachiinche Thangnhang ningsie kithurbekhe engkhejege aeenbesalina embelungriir huwngmaahe. 
ROM.11.30	Ajiegachiinche ayen isibesana Thangnhang ing arhier nimminjiemaaga, changgechuw emmenieng ttong aminjiemaataana ninnuwng ningsiechuw nimphaga. 
ROM.11.31	Amanaching ninnhingna amindang ningsieching emmeniejeng ate ningsienachuw aphanaing emmenieje ate ttong aminjiemaa ouwngsuwsehe. 
ROM.11.32	Ajiegachiinche Thangnhang ing mibekhelina aningsii amindangnaing amaing mibekhechuw aerhier aminjiemaate akhumgehe.
ROM.11.33	Thangnhang asawangna engkhejege aminghuwchenachuw ijehmeh ouwngthuga! Ama awaajiir ijong aechemaa engkhejege alham akhihbie achuwching minghuwchevang atega!
ROM.11.34	“Ajienachiinche Thangnhang ing amindeenchuw achuw ing aminghuwse?
ROM.11.34	changmaanieche achuwche ttong entana ache achuwvate?”
ROM.11.35	“Changmaanieche achuwgingche kithur anhingte pege,
ROM.11.35	anhingtena avonhie phawang ate achuwga?”
ROM.11.36	Ajiegachiinche anhingtena, ama apaarna engkhejege arotumna pihbekhe ehungsuwcherga. Anhingna ittiim inemaa athang alaar ouwngsuwresie. Amen.
ROM.12.1	Chonaching, keu kene, kesarhe, ninnuw ing nintaa nintaa ninghumchuw irhing, enthiing engkhejege Thangnhang ningsiena enlhen pee khangkhing apina kieng Thangnhang lungsiibekhe apaarna kenhiesaagechuw; hevehie chipi rhingrier anongchuwga. 
ROM.12.2	Engkhejege simriipaamlina belung penung ama enhuw ijieng uwmmaaruw, changechuw, Thangnhang ing amindeen, aettha, arhu engkhejege alir asuwnachuw ajiiga ichiin mindinnuwng ninbelungriir mintharnuwng entejohruw.
ROM.12.3	Ama alungshie iphaching itaahrahhii ittasehging mindinlu ing changgechuw Thangnhang ing empih thacha enhuw ijie ing eduurje ing kharniege ataahsachuw wajeer eenturesie. 
ROM.12.4	Ajiegachiinche ihum engkhena asiesieh nong ituna aeuwmga, changgechuw ennong enghaa maagehe. 
ROM.12.5	Aenieje Khristatho hum engkhepang gemie, engkhejege enieje khangkhing engkhele engkhe emboumgemie. 
ROM.12.6	Engkhejege aenhingna impee lungsii inhuw ijieng asiesieh kithur phasamiege, Thangnhang ttong amimphuwngnagejenie inieng aethacha enhuw ijieng emimphuwngga; 
ROM.12.7	Nong itunagejenie, ama enhuw ejieng tuteruw; aminchuwjeching minchuwresie; 
ROM.12.8	Abetthohthieheching betthohpee heresie, aapijeching menerluing peresie; mi achinghejeching belung ilhuw ing chingheresie; ningsie nong atu amajeng rotha rhorhoh ing turesie.
ROM.12.9	Belungriir enthiing ing ningsie emperuw aetthamaachuw beterruw, itthachuw bechuwtherruw; 
ROM.12.10	Engkhele engkhe belung inttim ningsie emperuw, engkheing engkhe athang enjasaruw. 
ROM.12.11	Tarluing enuumchuw ouwngsuwruw; rotha rhoh belungrier ilhuw ing Thangpa nongchuw turuw. 
ROM.12.12	Asa nintu lina rotha rhohsaruw, ijachaamchuw khaangcheruw, ninghinthamlina minchinmaaruw. 
ROM.12.13	Enthiingmiheehing kanavang ichii hechuw pesaruw, ramkhie ethenghechuw itthang rukuwm tupeeruw,
ROM.12.14	Emminjahechuw bor peruw, seraap peluing bor peruw. 
ROM.12.15	Rotha aerhohhethoh rotha rhohsaruw; aettaahetho ttaahaaruw. 
ROM.12.16	Engkhele engkhe belung enlehnung paarruw. ehesehging teluing paarruw; elhuwngttihttuh ing eviersehging ichiin mindeenmaa. 
ROM.12.17	Achuwnhingnadong aetthamaalina aetthamaaing thuwrmaa. Mibekhe mheebeerna aettha nong ituna kharpiruw. 
ROM.12.18	Rhuwniebe ninchebekheching mi bekhetho edehjeh paarhaaruw. 
ROM.12.19	Keningsiihe, engkhele engkhe lholhaa ouwngthuwrmaaruw, changgechuw Thangnhang belung esiete vipeemruw; Ajiegachiinche hevehie enjiibesaga, “lholhaa ethuwrhie ketaga, kieng vithuwrvanggie, tege Thangnhang ing arhier.” 
ROM.12.20	Changmaaga, “nang inlhinhe miheching emvin ttamniebe aesaaphuw pesaruw; enchii haarniebe, eenphuw pesaruw, ajiegachienche hevehie nintu taana alosena rohor ittuwng nimminghuwngga.” 
ROM.12.21	Aetthamaaching minchehmaaruw, changgechuw aetthaching aetthamaachuw mincheruw.
ROM.13.1	Mibekheing khuwpu chiipuhe derna ongheresie; ajiegachienche Thangnhang ing apimaaniege phamne upahehie aeuwmmaaga, engkhejege hangchie phamnehehie Thangnhang ing ajisercherga. 
ROM.13.2	Chotaanaching phamnehechuw tho asamaa miching Thangnhang ajiserchuw arhumaaga, engkhejege emmeniechuw aathih mihechuw ataalina waajiir ttumvate. 
ROM.13.3	Ajiegachiinche phamneheching aettha nonglina aminttiina tumaavang ategehe, changgechuw aetthamaahelina pangga. Engkhejege nang ing phamnehechuw ttieluing iuwm naadiehna? Aettha tu, engkhejege nang ing emmenie nhingtena empaana pasawangniete. 
ROM.13.4	Ajiegachiinche amabe narotumna aettha nong atunaing Thangnhang anong atuga. Changgechuw nang ing aetthamaa tuteniebe ittesare; ajienachiinche aatu amaing ngarhe chimsie achimaaga; ajiegachienche ama Thangnhang nong itu aetthamaa aatuheching belung siina waajiir aatupaga. 
ROM.13.5	Chonaching belung isiilina pangmaaga, aetthamaa ittha belungrier inhuw ijiing waajiir aapuhe derna ongrarahvang nintega 
ROM.13.6	Ajiegachiinche hevelinahing ninnuw ing rampaar ninteemga; ajienachiinche phamneheching apha empehluing nong itu Thangnhang minegehe. 
ROM.13.7	Pewang ichii ninturbekheje peruw rampaar ninturbekheje peruw, amin ipeephuwjechuw himperuw, enjaphuwhechuw aejasaruw, rukuwm tuvang ichiehechuw turuw.
ROM.13.8	Engkhele engkhe ningsie lina maaniege, achuw nhingnadong lerchii turmaaruw; ajiegachienche mi lintaang hechuw aning aminsiiching waajiir ttongthohchuw alir asuwga. 
ROM.13.9	Ama ttongthohechuwbe, “nang ing naamaa tumaa; mi thehmaa, ram vaberomaa; mee ing adeen vamenermaa;” engkhejege heve ttongthohehie heve engkhenahin aminteucherga, amachuwbe “Veemchaanghechuw nata raraa khangkhin naning minsiire.” 
ROM.13.10	Ningsieching veemchaanghelina aetthamaa tumaa; Ajiena ateinche, ningsiihing waajiir ttongthohchuw alir asuwga.
ROM.13.11	Hevehehie pangmaage, apha iniehie minghuwruw, amachuwbe atelehin aejaar ihangthiena aphachuwga; ajiegachienche mamenna ithacha ithi ing ate iniebekhe ingkarpeena iniechuw innhinse. 
ROM.13.12	Yenchuw viese siimchuw ennheengse. Atebe inthim nongchuw mamenuwge lengwaar raarpihehing enthongteruw; 
ROM.13.13	Enieng siimna isimie khangkhin simeniige echuwchaama nong, Zuw ouwngruw, kethow-keraang, enna ouwngku etu, kallah nong amabekhehie tumaaruw. 
ROM.13.14	Changgechuw, Thangpa Jesu Khristachuw pien ninserkhangkhing serruw, engkhejege hum ing aadiete amhin apeena alhamteching enthongmaaruw.
ROM.14.1	Athacha isurhechuw rotha kurpiruw, changgechuw amain amindeen taalina enna ouwngkuh ensang tumaavang aetega. 
ROM.14.2	Euwmbekhe isah arhuga ichiin achuw engkheing amindeenna changgechuw athacha isurheching inlhie chalhiepang asaaga. 
ROM.14.3	Aasaa michin aasamaa michuw tho aesamaa tumaaresie, engkhejege asaamaa michin aasah michuw waajiir tumaaresie; ajienachiinche ama michuw Thangnhang ing arhupeega. 
ROM.14.4	Lintaanghe minelina waajiir etu nang achuwgechie? Amaing aapuw mhekungna niirniege itthamaa ittha khesawate. Engkhejege amachuw hingeethohwate, ajiegachienche Thangnhang ing aminchum achega.
ROM.14.5	Achuw engkheing enie engkhechuw enie lintaangtena tthasehne tege waajiir atunaahe. Mi alhehheching iniebekhehie enghaacherga atenahe. Mi bekheing ataa ataaing amindeenchuw aetthaje minghuwsing niirsaresie. 
ROM.14.6	Iniechuw angah ataaching Thangnhang rotum ing angahga; engkhejege asaa miching Thangnhanglina asaaga, ajiegachienche emmenieng Thangnhangchuw amimpaasagehe; engkhejege asaamaa miching. Thangnhanglina saluing amimpaanaga.
ROM.14.7	Achuwdong ing arotumpangna irhingmaaga, engkhejege achuwdong ing arotumpang ethiemaaga. 
ROM.14.8	Enieng rhingjemenie Thangpanhingna irhinggemie; thejemenie Thangpanhingna ithiegemie. Chonaching inieng rhingjemenie thejemenie Thangpatagemie. 
ROM.14.9	Ajiegachiinche Khristaching ithiehe engkhejege irhinghe aannhii rotum Thangpa aansuwnaing ithieje ithipeege, irhingje inrhingpeega. 
ROM.14.10	Ajietunaching nang ing nau nanehelina changmaanieche nasarhelina waajiir natuga? Changmaanieche nangjeng ajiitunache nau nane amana nasarhechuw ningtthuwm naliega? Ajiegachiinche aeniebekheje Thangnhang waajiir mhekungna niirvang aetega. 
ROM.14.11	Hevehie engjiibesaga,
ROM.14.11	“Thangnhang ing arhier, kie irhingging,
ROM.14.11	khihruwkhuw bekheing kenhingna erumvatehe,
ROM.14.11	engkhejege ttongbekheing Thangnhangchuw mimpaavatehe.”
ROM.14.12	Chogeniebe mibekheing Thangnhangte ataa ataa khu pesavang atega.
ROM.14.13	Chonaching inieng engkhele engkhelina avonhii waajiir tumaamenie; amaching lintaang unehe insina lhamna ingkhi minsiena changmaanieche atiehna atunamaaing mindeensateruw. 
ROM.14.14	Isahphuw pihbekhe amimbour uwmmaa, amahie kiejeng keminghuwse, Thangpa Jesu apaarna kethachaga, changgechuw achuw engkheing ibourga ichiin kharniebe amachuw ebourga. 
ROM.14.15	Theh savang ichii pihlina nau nane changmaanieche nasarhe belungrier minjatenuwbe, nang ing ningsie enhuw ejiing simaachii. Khristaing ama saruna ithie amachuw nang nathesaaching memaangmaare. 
ROM.14.16	Chonaching ninnuw ing aettha nintulina itthamaaing ttongmaaheresie. 
ROM.14.17	Thangnhang Eruwng lepaahiebe isaah eennaamaaga, changgechuw Chipi Enthiingna dhormo icher, belung ideh engkhejege rotharhoh chuwga. 
ROM.14.18	Ajiegachiinche Khristanhingna hanghing amindeen ama anhingna Thangnhang aning ichiega, engkhejege mibekheing arhuga.
ROM.14.19	Chotanaching belung dejiim abesuwna engkhejege engkhele engkhe atthaana, nong atunachuw jiesateruw. 
ROM.14.20	Isahphuw pihlina Thangnhang nongchuw mimbourmaaruw. Pihbekhehie atataa enthiingga, changgechuw mi khih minsienawang ichielina aasah mi rotumnabe itthamaaga. 
ROM.14.21	Sah nasaataana, Zuw naeentaana nau nane nasarhechuw khih minsienawang atechuw itumaang tthane. 
ROM.14.22	Nathacha euwmchuw Thangnhang mhekungna nathienen rotum ouwngsuwresie. Ataaing arhusaalina athienening waajiir entusamaa michuw arasii aetthaga. 
ROM.14.23	Changgechuw abelungrierna itthaamaaga teniege saniebe alaarte aethengga, ajiegachienche amachuw athachatenamaaga; engkhejege athachatenamaah bekhe isiicher tenaga.
ROM.15.1	Athacha iperching athacha isurhechuw bowate tenung idumsaruw, engkhejege irotumpang mindeenmaamenie. 
ROM.15.2	Iniebekheing veemchaanghechuw belung akinaing ittha nonglina veemchaanghechuw himmeniirteruw. 
ROM.15.3	Ajiegachiinche Khristaje athenen ing atthana tumaa; changgechuw hevehie abejiibesaga, “Nangchuw ningjaa impee ningjaachuw ketaalina ttumse.” 
ROM.15.4	Ittha ttongjiirtena ishuw ikhaang achena, rotha aminrho apaarna aetthaanasehna ing atataa aminghuwnaing ayen abejiihie inieng iminjienaching, 
ROM.15.5	Khrista Jesu aanhuw ijiina itusungna ikhaang achenale rotharhona impee Thangnhangching belungrier aenlehna chipichuw ipesaheresie. 
ROM.15.6	Amaching belungrier engkhepang; erur engkhepang ing Thangpa Jesu Khrista Thangnhangamapaje mimpaa chevangninte.
ROM.15.7	Ninnuwje engkhele engkhe rukuwm eentunung Khrista ing amapa Thangnhang athanglaar apaarna rotha ouwngkurruw. 
ROM.15.8	Ajiegachiinche ninnhingna kerhierga amachuwbe imapa imapuw henhingna ttongneer apeehchuw anhehnaing, engkhejege Khrista ing vintinhe mine ouwngsuwge, 
ROM.15.9	Engkhejege lintaang yaatiheching Thangnhang lungsiilina athang alaar amimpaanachinga. Hevehie abejiibesaga,
ROM.15.9	“Changtaanaching kieng lintaang yaatihekaarna mimpaasavanggie,
ROM.15.9	engkhejege naromhingchuw lhaing mimpaavanggechie,”
ROM.15.10	Engkhejege avonhii arhier,
ROM.15.10	“Rotha minrhoruw,”
ROM.15.11	Engkhejege avonhii,
ROM.15.11	“lintaang yaatibekhe,
ROM.15.11	Thangnhangchuw mimpaaruw,
ROM.15.11	engkhejege mibekhejeng amachuw mimpaaruw,”
ROM.15.12	Engkhejege avonhii Isaiah ing arhier,
ROM.15.12	“Jesse rojungchuw thengvate,
ROM.15.12	yaati lintaanghe Aapuw aanshuwnaing,
ROM.15.12	anhingnaching lintaang yaatiheching belungrier mengamsavatehe.”
ROM.15.13	Thangnhang nhingna belung ngamna ninthachaching rotha rhohna engkhejege belungna dejiimching nhimsing, chonaching Chipi Enthiing pirthangching belung ngamna nintusaachuw iminsiipiresie.
ROM.15.14	Keu kene kesarhe, ninnuw nintaaing aettha nonglina siihsechuw, iviernaje nimphape, engkhejege engkhele engkhe ouwngchuw ninchepe ichii ketaararahjeng kethachase. 
ROM.15.15	Changgechuw alham engkhena thona itthaing avonhii ningeenthienaing ninnhingna kebejiihiega, amachuwbe Thangnhang ing impee lungsiiching, 
ROM.15.16	Chipi Enthiing ing aminthiingbesa lintaang yaatihechuw Thangnhangte aminlhen ahungeenshuwna ing kieing khorpuw elhuwng khangkhin aettha ttongjiir anongchuw ketusaaga. 
ROM.15.17	Chonaching Khrista Jesu nhingna Thangnhang anong ketuchuw belung alhuwngna kephasaaga. 
ROM.15.18	Ajiegachiinche ttongle anongching, abietimna engkhejege ittiishuwpapa pirthanglina engkhejege Chipi Enthiing pirthanglina lintaang yaatiheching ttong aminjiehehie Khrista ing ketusaalinamaaniege, kieing ajii engkhedong aettongna thona etu chemaaning. 
ROM.15.19	Hanghing ichiin Jerusalemna betthiimge Illirikum arovebekhena kieng Khrista aettha ttongjiir aphanacher keminjaamga; 
ROM.15.20	Hanghin kieng mi lintaang engkhe eenmhinlina ahintunamaaing, Khrista romhing aminghuwmaa amhinnaching aettha ttongjiir aminjaamna kemindeensaa; 
ROM.15.21	Hanghing abejiibesaga,
ROM.15.21	“Thangpa khu athiemaalhie heching mhuwsavatehe,
ROM.15.21	engkhejege aathiemaadeh heching himminghuw watehe.”
ROM.15.22	Heve isuwlinajehing thengvang ketehie arhumaaga. 
ROM.15.23	Changgechuw ate heve arovenahing avonhii alhuwna amhin achamaataana kum enhimpaa ninnhingte thengning keteching, 
ROM.15.24	Spainte kieing heve ramkhie kevasileching ninnuwje eenteusavateruw, engkhejege mamenna ninnuwtho amongna rotha rhoh onghaameniege wasivang ketelina eboumsavangninte tengge kemindeenga. 
ROM.15.25	Changgechuw atelechinbe kieing enthiinghe, thachahe anong atunaing Jerusalemte sirong ketega, 
ROM.15.26	Ajiegachiinche Makedonia engkhejege Akaiate thachaheching Jerusalemna aeong Sarahechuw aboumsaahehie amalinahing kening tungsane. 
ROM.15.27	Emmenieng hevehie tuning entepaaga, engkhejege turarahvang ichii ithengga. Ajiegachiinche Jehudihe chipi nonglina borchuw yaati lintaanghe nhingna iboumheniebe yaati lintaanghe jeching pihse indeenching Jehudi hechuw boumvang ategehe Hanghing Jehudihe ler aturgehe. 
ROM.15.28	Hevebekhehie betthoningge, peheningge, kie Spainte sivanggete, 
ROM.15.29	engkhejege kieing ninnhingte kethengle Khristaing impee borthoh enrhiing thengsavanggete tengge kemindeensaana.
ROM.15.30	Keu kene, kesarhe kerotumnaje kehinthamsaalina ebumsanuwng Thangpa Jesu Khrista, engkhejege Chipi Enthiinglina kenhiisaagechuw. 
ROM.15.31	Amaching kieing Judiana aeong thachamaahe kihtena eensiih kechena amana Jerusalemna ketusaa nonglina enthiingheching erhupisawatehe, 
ROM.15.32	Chotaanaching Thangnhang ing amindeen enhuw ijiing rotharho thengsaninge ninnuwtho nongesawateruw. 
ROM.15.33	Thangnhangtena dejiim ninnhingna uwmresie. Amen.
ROM.16.1	Kenkerea ruwhchangna aeong kesar ouwngsuw deacon Phoebehie eliepisaruw tengge keminsersaa gechuw, 
ROM.16.2	Chotaanaching ninnhingtena ajiekhangchie eboum ninchena uwmnieche boumsaruw, ajiegachienche atahrarahjeng kie kenonglina emboumsaaga.
ROM.16.3	Khrista Jesu nhingna nong kintuhaa Priskale Akuilachuw lhamsuw kethensaagehe, 
ROM.16.4	engkhejege emmenieng kechipilina aejapahing endiirpigehe, kethienening kemimpaa chuw ouwngsuw luing yaati lintaanghe ruwhchanghejeng amimpaagehe. 
ROM.16.5	Ennhingna engkongchaahe ruwhchanghejechuw lhamsuw kethensaanaahe. Khrista nhingna Asiatena mensa aanra ouwngsuw keningsii Epaenetusje lhamsuw kethensaana, 
ROM.16.6	ninrotumna enuumpaa Maryje lhamsuw kethensaana. 
ROM.16.7	Kesungkhortho enghaa kietho mikhumna aeonghaa Andronikusle Tunia lhamsuw kethensaana, emmeniehie ttongjiirpahe kaarna romhing isi kemana Khristanhingna eneer migehe.
ROM.16.8	Thangpanhingna keningsii Ampliatusje lhamsuw kethensaana. 
ROM.16.9	Khrista nong etuhaa Urbanus engkhejege keningsii Stakisje lhamsuw kethensaana. 
ROM.16.10	Khristalina arhupi Apellesje lhamsuw kethense, Aristobulus eengkuwna eongheje lhamsuw kethensaana. 
ROM.16.11	Kesungkhor Herodjeng. Narcissushe eengkuw, Thangpanhingna eongheje lhamsuw kethennaahe.
ROM.16.12	Thangpa nong kintuhaa Triphaenale Triphosaheje lhamsuw kethennaahe. Thangpa tho enrhii enuwmpaa kening keminsiinuw Persia lhamsuw kethenna. 
ROM.16.13	Thangpa nonglina aatourbesa Rufus, engkhejege amanuw kenhingnaje kemanuw ouwngsuwje lhamsuw kethenna. 
